Name,Brand,Processor_brand,RAM_GB,RAM_type,Storage_capacity_GB,Storage_type,Graphics_name,Graphics_brand,Graphics_GB,Graphics_integreted,Display_size_inches,Horizontal_pixel,Vertical_pixel,ppi,Touch_screen,Operating_system,b_G3Dmark,b_G2Dmark,b_TDP,b_powerPerformance,Processor_full,b_manufacturer,b_singleScore,b_multiScore,b_cores,b_threads,b_baseClock,b_turboClock,cpu_tier,gpu_tier
Lenovo S14 Gen 3 â€Ž82C3001WGE Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Lenovo,Intel,8,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,,False,14.0,1920,1080,157.35,False,Windows 11 OS,2782.0,338.0,,,Intel Core i5 1235U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,1
MSI Modern 14 C11M-030IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),MSI,Intel,8,DDR4,512, SSD,Intel Integrated Iris Xe,Intel,,True,14.0,1920,1080,157.35,False,Windows 11 OS,2782.0,338.0,,,Intel Core i5 1155G7,Intel,1518.0,6109.0,4.0,8.0,1.2,4.7,1,1
MSI Modern 14 C12M-440IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),MSI,Intel,8,DDR4,512, SSD,Intel Integrated Iris Xe,Intel,,True,14.0,1920,1080,157.35,False,Windows 11 OS,2782.0,338.0,,,Intel Core i5 1235U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,1
Acer Extensa 15 EX215-33 2023 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),Acer,Intel,8,LPDDR5,512, SSD,Intel Integrated UHD,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i3 N305,Intel,1312.0,6490.0,4.0,8.0,3.8,4.6,1,0
MSI Summit E16 Flip A13VET-068IN Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11),MSI,Intel,32,LPDDR5,1000, SSD,NVIDIA GeForce RTX 4050,NVIDIA,6.0,False,16.0,2560,1600,188.68,True,Windows 11 OS,12718.0,911.0,,,Intel Core i7 1360P,Intel,1648.0,8615.0,12.0,16.0,2.1,4.7,2,2
MSI Modern 14 C12M-439IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),MSI,Intel,16,DDR4,512, SSD,Intel Integrated Iris Xe,Intel,,True,14.0,1920,1080,157.35,False,Windows 11 OS,2782.0,338.0,,,Intel Core i5 1235U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,1
MSI Modern 14 C11M-031IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),MSI,Intel,8,DDR4,512, SSD,Intel Integrated UHD,Intel,,True,14.0,1920,1080,157.35,False,Windows 11 OS,1582.0,267.0,,,Intel Core i3 1115G4,Intel,1518.0,6109.0,4.0,8.0,1.2,4.7,1,0
Asus Vivobook Go 15 2023 E1504FA-NJ522WS Laptop (Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11 Home),Asus,AMD,8,LPDDR5,512, SSD,AMD Radeon AMD,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 5 7520U,AMD,1379.0,7697.0,6.0,12.0,2.3,4.2,1,0
Asus Vivobook Go 15 2023 E1504FA-NJ543WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home),Asus,AMD,16,LPDDR5,512, SSD,AMD Radeon AMD,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 5 7520U,AMD,1379.0,7697.0,6.0,12.0,2.3,4.2,1,0
Asus Vivobook Go 15 OLED 2023 E1504FA-LK322WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),Asus,AMD,8,LPDDR5,512, SSD,AMD Radeon AMD,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 3 7320U,Intel,1312.0,6490.0,4.0,8.0,3.8,4.6,1,0
HP Victus 15-fb0106AX Gaming Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,AMD,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,AMD Ryzen 5 5600H,AMD,1383.0,10136.0,6.0,12.0,3.3,4.2,2,2
Lenovo V15 82KDA012iH Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,AMD,8,DDR4,512, SSD,AMD Radeon Graphics,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 5 5500U,AMD,1185.0,7173.0,6.0,12.0,2.1,4.0,1,0
Lenovo IdeaPad Slim 3 82KU0238IN Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,AMD,16,DDR4,512, SSD,AMD Radeon,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 5 5500U,AMD,1185.0,7173.0,6.0,12.0,2.1,4.0,1,0
Lenovo IdeaPad Slim 1 82VG009MIN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,AMD,8,LPDDR5,512, SSD,AMD Radeon Graphics,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 3 7320U,Intel,1312.0,6490.0,4.0,8.0,3.8,4.6,1,0
Samsung Galaxy Book 3 Pro 14 NP940XFG-KC4IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Samsung,Intel,16,LPDDR5,512, SSD,â€ŽIntel Iris Xe Graphics,Intel,,False,14.0,2880,1800,242.59,False,Windows 11 OS,2782.0,338.0,,,Intel Core i7 1360P,Intel,1648.0,8615.0,12.0,16.0,2.1,4.7,2,1
Samsung Galaxy Book 3 Pro 14 NP940XFG-KC1IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Samsung,Intel,16,LPDDR5,512, SSD,â€ŽIntel Iris Xe Graphics,Intel,,False,14.0,2880,1800,242.59,False,Windows 11 OS,2782.0,338.0,,,Intel Core i5 1340P,Intel,1725.0,12117.0,6.0,12.0,2.5,4.4,3,1
Samsung Galaxy Book 3 360 NP750QFG-KA3IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),Samsung,Intel,16,LPDDR4X,1000, SSD,Intel Iris Xe Graphics,Intel,,False,15.6,1920,1080,141.21,True,Windows 11 OS,2782.0,338.0,,,Intel Core i7 1360P,Intel,1648.0,8615.0,12.0,16.0,2.1,4.7,2,1
Samsung Galaxy Book 3 360 15 NP750QFG-KA2IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Samsung,Intel,16,LPDDR4X,512, SSD,Intel Iris Xe Graphics,Intel,,False,15.6,1920,1080,141.21,True,Windows 11 OS,2782.0,338.0,,,Intel Core i5 1340P,Intel,1725.0,12117.0,6.0,12.0,2.5,4.4,3,1
HP 245 G8 689T3PA Laptop (AMD Ryzen 3 3250U/ 8GB/ 512 GB SSD/ Win11 Home),HP,AMD,8,DDR4,512, SSD,AMD Radeon Graphics,AMD,,False,14.0,1366,768,111.94,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 3 3250U,AMD,1178.0,6093.0,4.0,8.0,3.8,4.0,1,0
Asus VivoBook 15 X1500EA-EJ3379WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Asus,Intel,8,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i3 1115G4,Intel,1518.0,6109.0,4.0,8.0,1.2,4.7,1,0
Primebook 4G Android Laptop (MediaTek Kompanio 500/ 4GB/ 128GB eMMC/ Android 11),Primebook,MediaTek,4,LPDDR4,128, Hard Disk,ARM Mali G72,ARM,,False,11.6,1366,768,135.09,False,Android 11 OS,2782.0,338.0,,,MediaTek,,1648.0,10136.0,6.0,,2.5,4.5,3,1
HP Victus 15-fb0777AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,AMD,8,DDR4,512, SSD,AMD Radeon RX 6500M Graphics,AMD,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,11499.0,550.0,,,AMD Ryzen 5 5600H,AMD,1383.0,10136.0,6.0,12.0,3.3,4.2,2,2
HP 15s-fq2717TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),HP,Intel,8,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i3 1115G4,Intel,1518.0,6109.0,4.0,8.0,1.2,4.7,1,0
HP Pavilion Plus 14-eh0037TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),HP,Intel,16,DDR4,512, SSD,Intel Integrated Iris Xe,Intel,,True,14.0,2880,1800,242.59,False,Windows 11 OS,2782.0,338.0,,,Intel Core i5 12500H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,1
Samsung Galaxy Book 3 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Samsung,Intel,8,LPDDR4X,512, SSD,Intel Integrated Iris Xe,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,Intel Core i5 i5,Intel,1142.0,6091.0,6.0,6.0,3.0,4.4,1,1
Lenovo IdeaPad Gaming 3 15IHU6 82K101GSIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Lenovo,Intel,8,DDR4,512, SSD,NVIDIA GeForce GTX 1650,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,7807.0,592.0,75.0,104.09,Intel Core i5 11300H,Intel,1511.0,9693.0,6.0,12.0,2.4,4.6,2,2
HP 15s- eq2212AU Laptop (AMD Ryzen 3 5300U/ 8GB/ 512GB SSD/ Win11 Home),HP,AMD,8,DDR4,512, SSD,AMD Radeon Graphics,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 3 5300U,AMD,1298.0,8504.0,4.0,8.0,4.0,4.2,2,0
Dell Inspiron 3520 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Dell,Intel,8,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,Intel Core i5 1235U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,1
Dell Vostro 3420 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Dell,Intel,16,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,14.0,1920,1080,157.35,False,Windows 11 OS,1582.0,267.0,,,Intel Core i5 1235U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,0
HP Envy x360 13-bf0121TU  Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),HP,Intel,16,LPDDR4X,512, SSD,Intel Integrated Iris Xe,Intel,,True,13.4,1920,1200,168.97,True,Windows 11 OS,2782.0,338.0,,,Intel Core i5 1230U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,1
Dell Vostro 3420 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Dell,Intel,8,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,14.0,1920,1080,157.35,False,Windows 11 OS,1582.0,267.0,,,Intel Core i5 1235U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,0
Microsoft Surface Pro 9 â€ŽQIL-00031 Laptop (12th Gen Core i7/ 16GB/ 256GB  SSD/ Win11),Microsoft,Intel,16,LPDDR5,256, SSD,Intel Iris Xe Graphics,Intel,,False,13.0,2880,1920,266.26,True,Windows 11 OS,2782.0,338.0,,,Intel Core i7 1255U,AMD,1413.0,8727.0,8.0,16.0,1.9,4.4,2,1
Microsoft Surface Pro 9 Laptop (12th Gen Core i7/ 32GB/ 1TB SSD/ Win11),Microsoft,Intel,32,LPDDR5,1000, SSD,Intel Iris Xe Graphics,Intel,,False,13.0,2880,1920,266.26,True,Windows 11 OS,2782.0,338.0,,,Intel Core i7 1255U,AMD,1413.0,8727.0,8.0,16.0,1.9,4.4,2,1
Microsoft Surface Pro 9 â€ŽQCB-00014 Laptop (12th Gen Core i5/ 8GB/ 128GB SSD/ Win11),Microsoft,Intel,8,LPDDR5,128, SSD,Intel Iris Xe Graphics,Intel,,False,13.0,2880,1920,266.26,True,Windows 11 OS,2782.0,338.0,,,Intel Core i5 1235U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,1
Dell G15-5525 D560894WIN9S Gaming Laptop (Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Dell,AMD,16,DDR5,512, SSD,NVIDIA GeForce RTX 3060,NVIDIA,6.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,16958.0,951.0,170.0,99.76,AMD Ryzen 7 6800H,AMD,1512.0,13253.0,8.0,16.0,3.2,4.7,3,3
Microsoft Surface Pro 9 QEZ-00065 Laptop (12th Gen Core i5/ 8GB/ 256GB SSD/ Win11),Microsoft,Intel,8,LPDDR5,256, SSD,Intel Iris Xe Graphics,Intel,,False,13.0,2880,1920,266.26,True,Windows 11 OS,2782.0,338.0,,,Intel Core i5 1235U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,1
Lenovo IdeaPad Flex 5 82R90068IN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,AMD,16,DDR4,512, SSD,AMD Radeon,AMD,,False,14.0,1920,1200,161.73,True,Windows 11 OS,292.0,103.0,,,AMD Ryzen 7 5700U,AMD,1266.0,9064.0,8.0,16.0,1.8,4.3,2,0
Dell Inspiron 3520 D560871WIN9B Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Dell,Intel,8,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i5 1235U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,0
Dell Inspiron 5320 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Dell,Intel,16,DDR5,512, SSD,Intel Integrated UHD,Intel,,True,13.3,2560,1600,226.98,False,Windows 11 OS,1582.0,267.0,,,Intel Core i5 1240P,Intel,1725.0,12117.0,6.0,12.0,2.5,4.4,3,0
HP Envy x360 13-bf0078TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),HP,Intel,8,LPDDR4X,512, SSD,Intel Iris X Graphics,Intel,,False,13.3,1920,1080,165.63,True,Windows 11 OS,2782.0,338.0,,,Intel Core i5 1230U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,1
Lenovo V15 82KDA01EIH Laptop (AMD Ryzen 3 5300U/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,AMD,8,DDR4,512, SSD,AMD Radeon Graphics,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 3 5300U,AMD,1298.0,8504.0,4.0,8.0,4.0,4.2,2,0
Lenovo V14 82KA00G8IH Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),Lenovo,Intel,8,DDR4,256, SSD,Intel Integrated INTEL UHD,Intel,,True,14.1,1920,1080,156.23,False,Windows 11 OS,1582.0,267.0,,,Intel Core I3-1115G4 processor,Intel,1518.0,6109.0,4.0,8.0,1.2,4.7,1,0
Acer One 14 Z2-493 Laptop (AMD Ryzen 3 3250U/ 8GB/ 256GB SSD/ Win11),Acer,AMD,8,DDR4,256, SSD,AMD Radeon Graphics,AMD,,False,14.0,1366,768,111.94,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 3 3250U,AMD,1178.0,6093.0,4.0,8.0,3.8,4.0,1,0
HP Victus 15-fb0053AX Gaming Laptop (Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,AMD,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,16.1,1920,1080,136.83,False,Windows 11 OS,12718.0,911.0,,,AMD Ryzen 7 5800H,AMD,1438.0,12330.0,8.0,16.0,3.2,4.4,3,2
Lenovo IdeaPad Slim 3 82RK00EDIN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Lenovo,Intel,8,,512, SSD,â€ŽIntel UHD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i5 1235U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,0
MSI Thin GF63 11UC-866IN Gaming Laptop (11th Gen Core i7/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),MSI,Intel,8,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 10 OS,12718.0,911.0,,,Intel Core i7 11800H,Intel,1514.0,12342.0,8.0,16.0,1.9,4.6,3,2
HP Pavilion 15s-fq5112TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),HP,Intel,16,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,Intel Core i5 1235U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,1
HP Victus 15-fa0070TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),HP,Intel,8,DDR4,512, SSD,NVIDIA GeForce GTX 1650,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,7807.0,592.0,75.0,104.09,Intel Core i5 12450H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,2
HP 15s-fq5111TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),HP,Intel,8,DDR4,512, SSD,Intel Iris Xe,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,Intel Core i5 1235U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,1
HP Pavilion 15s-eq2182AU Laptop (Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),HP,AMD,16,DDR4,512, SSD,AMD Radeon Graphics,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 5 5500U,AMD,1185.0,7173.0,6.0,12.0,2.1,4.0,1,0
HP Victus 15-fa0165TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),HP,Intel,8,DDR4,512, SSD,NVIDIA GeForce GTX 1650,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,7807.0,592.0,75.0,104.09,Intel Core i5 12450H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,2
Dell G15-5525 Gaming Laptop (Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Dell,AMD,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,AMD Ryzen 7 6800H,AMD,1512.0,13253.0,8.0,16.0,3.2,4.7,3,2
Asus Vivobook 16X 2022 M1603QA-MB511WS Laptop (Ryzen 5-5600H/ 16GB/ 512GB SSD/ Win11 Home),Asus,AMD,16,DDR4,512, SSD,AMD Radeon Vega 7 Graphics,AMD,,False,16.0,1920,1200,141.51,False,Windows 11 OS,1669.0,442.0,,,AMD Ryzen 5 5600H,AMD,1383.0,10136.0,6.0,12.0,3.3,4.2,2,1
Dell Vostro 3420 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Dell,Intel,8,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,14.0,1080,1920,157.35,False,Windows 11 OS,1582.0,267.0,,,Intel Core i5 1135G7,Intel,1518.0,6109.0,4.0,8.0,1.2,4.7,1,0
Dell Inspiron 7420 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 2GB Graph),Dell,Intel,8,DDR4,512, SSD,NVIDIA GeForce MX550,NVIDIA,2.0,False,14.0,1920,1200,161.73,True,Windows 11 OS,5090.0,424.0,,,Intel Core i5 1235U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,2
Dell Inspiron 7420 2-in-1 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 2GB Graph),Dell,Intel,16,DDR4,512, SSD,NVIDIA GeForce MX550,NVIDIA,2.0,False,14.0,1920,1200,161.73,True,Windows 11 OS,5090.0,424.0,,,Intel Core i7 1255U,AMD,1413.0,8727.0,8.0,16.0,1.9,4.4,2,2
MSI Thin GF63 11SC-853IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),MSI,Intel,8,DDR4,512, SSD,NVIDIA Geforce GTX1650 Max Q,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 10 OS,7807.0,592.0,75.0,104.09,Intel Core i5 11400H,Intel,1737.0,9420.0,6.0,12.0,2.2,4.5,2,2
HP Pavilion 15s-fy5001TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),HP,Intel,8,DDR4,512, SSD,Intel Integrated Iris Xe Graphics,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,Intel Core i5 1240P,Intel,1725.0,12117.0,6.0,12.0,2.5,4.4,3,1
HP Pavilion 14-dv2015TU Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win 11),HP,Intel,16,DDR4,1000, SSD,Intel Iris Xe Graphics,Intel,,False,14.0,1920,1080,157.35,False,Windows 11 OS,2782.0,338.0,,,Intel Core i7 1255U,AMD,1413.0,8727.0,8.0,16.0,1.9,4.4,2,1
HP Pavilion 15s-fq5010TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),HP,Intel,8,DDR4,512, SSD,Intel Iris Xe,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,Intel Core i5 1240P,Intel,1725.0,12117.0,6.0,12.0,2.5,4.4,3,1
Dell Inspiron 5520 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),Dell,Intel,8,DDR5,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,Intel Core i5 12500H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,2
Dell G15-5520 D560737WIN9B Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Dell,Intel,16,DDR5,512, SSD,NVIDIA GeForce RTX 3060,NVIDIA,6.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,16958.0,951.0,170.0,99.76,Intel Core i7 12700H,Intel,1774.0,16860.0,14.0,20.0,2.3,4.7,4,3
HP Victus 16-e0361ax Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),HP,AMD,16,DDR4,512, SSD,NVIDIA GeForce RTX 3060,NVIDIA,6.0,False,16.1,1920,1080,136.83,False,Windows 11 OS,16958.0,951.0,170.0,99.76,AMD Ryzen 7 5800H,AMD,1438.0,12330.0,8.0,16.0,3.2,4.4,3,3
Asus BR1100CKA-GJ0722W Laptop (Celeron N4500/ 4GB/ 128GB SSD/ Win11 Home),Asus,Intel,4,DDR4,128, SSD,Intel UHD Graphics,Intel,,False,11.6,1366,768,135.09,False,Windows 11 OS,1582.0,267.0,,,Intel Celeron N4500,AMD,1151.0,5939.0,6.0,6.0,2.3,4.0,1,0
Asus BR1100CKA-GJ0722W Notebook (Celeron N4500/ 4GB/ 128GB SSD/ Win11 Home),Asus,Intel,4,DDR4,128, SSD,Intel UHD Graphics,Intel,,False,11.6,1366,768,135.09,False,Windows 11 OS,1582.0,267.0,,,Intel Celeron N4500,AMD,1151.0,5939.0,6.0,6.0,2.3,4.0,1,0
Dell Alienware x15 R1 D569932WIN9 Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 6GB Graph),Dell,Intel,16,DDR4,1000, SSD,NVIDIA GEFORCE RTX 3060,NVIDIA,6.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,16958.0,951.0,170.0,99.76,Intel Core i7 11800H,Intel,1514.0,12342.0,8.0,16.0,1.9,4.6,3,3
HP Pavilion 15-eg2002TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),HP,Intel,16,DDR4,512, SSD,Intel Iris Xáµ‰ Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,Intel Core i5 1240P,Intel,1725.0,12117.0,6.0,12.0,2.5,4.4,3,1
HP Pavilion x360 14-dy1047TU Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),HP,Intel,16,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,,False,14.0,1920,1080,157.35,True,Windows 11 OS,2782.0,338.0,,,Intel Core i7 1195G7,Intel,1535.0,6050.0,4.0,8.0,1.3,5.0,1,1
Dell Vostro 5625 laptop (Ryzen 5-5625U/ 16GB/ 512GB SSD/ Windows 11),Dell,AMD,16,DDR4,512, SSD,AMD Vega,AMD,,False,16.0,1920,1200,141.51,False,Windows 11 OS,1669.0,442.0,,,AMD Ryzen 5 5625U,AMD,1379.0,7202.0,6.0,12.0,2.3,4.2,1,1
HP 15s-eq2144au Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),HP,AMD,8,DDR4,512, SSD,AMD Radeon Graphics,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 5 5500U,AMD,1185.0,7173.0,6.0,12.0,2.1,4.0,1,0
HP 15s-eq2143au Laptop (Ryzen 3 5300U/ 8GB/ 512GB SSD/ Windows 11 Home),HP,AMD,8,DDR4,512, SSD,AMD Radeon AMD,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 3 5300U,AMD,1298.0,8504.0,4.0,8.0,4.0,4.2,2,0
Lenovo Legion 5 Pro 82JQ00JCIN Laptop (AMD Ryzen 7 5800H/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),Lenovo,AMD,16,DDR4,1000, SSD,NVIDIA GeForce RTX 3060,NVIDIA,6.0,False,16.0,2560,1600,188.68,False,Windows 11 OS,16958.0,951.0,170.0,99.76,AMD Ryzen 7 5800H,AMD,1438.0,12330.0,8.0,16.0,3.2,4.4,3,3
Dell Latitude 5420 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win10 Pro),Dell,Intel,16,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,,False,14.0,1920,1080,157.35,False,Windows 10 OS,2782.0,338.0,,,Intel Core i7 1165G7,Intel,1518.0,6109.0,4.0,8.0,1.2,4.7,1,1
HP Pavilion 15-ec2004AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),HP,AMD,8,DDR4,512, SSD,NVIDIA GeForce GTX 1650,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 10 OS,7807.0,592.0,75.0,104.09,AMD Ryzen 5 5600H,AMD,1383.0,10136.0,6.0,12.0,3.3,4.2,2,2
